6,0,0,0,0,991
6,1,0,0,0,991
6,2,0,0,0,991
6,2,0,0,0,991
6,3,0,0,0,991
6,3,0,0,0,991
6,4,0,0,0,991
6,5,0,0,0,991
6,7,0,0,0,991
6,8,0,0,0,991
6,9,0,1,0,991
6,11,0,1,1,991
6,12,0,2,1,991
6,14,0,2,1,991
6,15,0,3,1,991
6,17,0,4,1,991
6,19,0,4,1,991
6,20,0,5,1,991
6,22,0,6,6,991
6,23,0,7,6,991
6,24,0,8,6,991
6,26,0,9,6,991
6,27,0,10,6,991
6,29,0,11,6,991
6,30,0,13,6,991
6,32,1,14,11,991
6,33,1,16,11,991
6,35,1,17,11,991
6,37,1,19,11,991
6,38,1,21,11,991
6,40,2,23,11,991
6,41,2,25,11,991
6,43,2,27,25,991
6,44,2,29,25,991
6,46,3,31,25,991
6,48,4,33,25,991
6,49,5,35,25,991
6,51,6,38,25,991
6,52,7,40,25,991
6,54,8,43,27,991
6,55,9,45,27,991
6,57,11,48,27,991
6,60,12,51,27,991
6,61,14,54,27,991
6,63,16,57,27,991
6,65,18,61,30,991
6,66,20,64,30,991
6,68,22,67,30,991
6,70,25,71,30,991
6,71,27,74,30,991
6,73,30,78,30,991
6,75,33,82,26,991
6,76,35,85,26,991
6,78,38,89,26,991
6,80,41,93,26,991
6,81,44,97,26,991
6,83,47,102,26,991
6,85,50,106,31,991
6,86,54,111,31,991
6,88,57,115,31,991
6,90,61,120,31,991
6,92,64,125,31,991
6,93,68,130,31,991
6,95,71,135,34,991
6,97,75,140,34,991
6,99,79,145,34,991
6,100,83,151,34,991
6,103,88,156,34,991
6,105,92,162,42,991
6,107,97,168,42,991
6,109,102,174,42,991
6,111,107,180,42,991
6,112,112,187,42,991
6,114,118,193,42,991
6,117,123,200,38,991
6,118,128,207,38,991
6,120,134,214,38,991
6,122,140,221,38,991
6,124,146,228,38,991
6,126,152,235,46,991
6,128,158,243,46,991
6,130,164,250,46,991
6,132,171,258,46,991
6,133,177,266,46,991
6,135,183,274,46,991
6,138,190,282,48,991
6,139,197,290,48,991
6,141,203,298,48,991
6,143,210,306,48,991
6,146,217,315,48,991
6,148,225,323,64,991
6,150,232,332,64,991
6,152,240,341,64,991
6,154,247,350,64,991
6,155,255,359,64,991
6,157,262,368,64,991
6,160,270,377,59,991
6,161,278,386,59,991
6,163,287,396,59,991
6,165,295,405,59,991
6,167,304,414,59,991
6,169,312,423,66,991
6,171,320,433,66,991
6,173,329,442,66,991
6,175,338,451,66,991
6,177,346,460,66,991
6,178,356,470,66,991
6,181,365,479,61,991
6,182,374,488,61,991
6,184,383,497,61,991
6,186,392,507,61,991
6,189,401,516,61,991
6,191,410,525,82,991
6,193,420,535,82,991
6,195,430,544,82,991
6,197,439,553,82,991
6,199,449,562,82,991
6,200,458,572,82,991
6,203,468,581,61,991
6,204,478,590,61,991
6,206,488,599,61,991
6,208,498,609,61,991
6,210,508,618,61,991
6,212,518,627,67,991
6,214,528,636,67,991
6,216,538,646,67,991
6,218,549,655,67,991
6,220,559,664,67,991
6,221,569,673,67,991
6,224,579,683,56,991
6,225,590,692,56,991
6,227,600,701,56,991
6,230,610,710,56,991
6,232,621,720,56,991
6,234,631,729,70,991
6,236,642,738,70,991
6,238,652,747,70,991
6,240,662,757,70,991
6,242,673,766,70,991
6,244,684,775,70,991
6,246,694,784,46,991
6,247,704,794,46,991
6,249,715,803,46,991
6,251,725,812,46,991
6,253,736,822,46,991
6,255,747,831,52,991
6,257,757,840,52,991
6,259,767,849,52,991
6,261,778,859,52,991
6,263,788,868,52,991
6,265,799,877,52,991
6,267,810,886,39,991
6,268,820,896,39,991
6,270,830,905,39,991
6,273,841,914,39,991
6,275,851,923,39,991
6,277,862,933,57,991
6,279,872,942,57,991
6,281,882,951,57,991
6,283,893,960,57,991
6,285,903,970,57,991
6,287,913,979,57,991
6,289,924,988,35,991
6,290,934,997,35,991
6,292,945,1007,35,991
6,294,955,1016,35,991
6,296,966,1026,35,991
6,298,977,1036,39,991
6,300,988,1045,39,991
6,302,999,1055,39,991
6,304,1010,1065,39,991
6,306,1020,1075,39,991
6,309,1031,1085,34,991
6,310,1042,1095,34,991
6,312,1054,1105,34,991
6,316,1065,1115,34,991
6,318,1076,1125,49,991
6,320,1086,1135,49,991
6,322,1097,1145,49,991
6,324,1108,1155,49,991
6,326,1119,1165,49,991
6,328,1130,1175,29,991
6,330,1141,1185,29,991
6,332,1152,1196,29,991
6,334,1163,1206,29,991
6,336,1174,1216,29,991
6,339,1185,1226,24,991
6,340,1196,1236,24,991
6,343,1206,1246,24,991
6,345,1217,1256,24,991
6,347,1227,1266,24,991
6,349,1238,1276,37,991
6,351,1249,1286,37,991
6,353,1259,1296,37,991
6,355,1270,1306,37,991
6,358,1280,1316,37,991
6,360,1290,1326,38,991
6,362,1301,1336,38,991
6,364,1311,1347,38,991
6,366,1322,1357,38,991
6,368,1333,1367,38,991
6,371,1343,1377,26,991
6,373,1353,1387,26,991
6,375,1363,1397,26,991
6,377,1374,1407,26,991
6,379,1385,1417,26,991
6,381,1395,1427,37,991
6,383,1405,1437,37,991
6,385,1415,1447,37,991
6,387,1425,1457,37,991
6,389,1435,1467,37,991
6,392,1446,1477,29,991
6,393,1456,1487,29,991
6,395,1466,1497,29,991
6,397,1476,1507,29,991
6,401,1486,1518,52,991
6,403,1496,1528,52,991
6,405,1507,1538,52,991
6,407,1517,1548,52,991
6,409,1527,1558,52,991
6,411,1537,1568,29,981
6,413,1547,1578,29,981
6,415,1557,1588,29,981
6,417,1568,1598,29,981
6,419,1578,1608,29,981
6,422,1589,1618,25,981
6,423,1598,1628,25,981
6,425,1608,1638,25,981
6,428,1618,1648,25,981
6,430,1629,1658,25,981
6,432,1639,1669,39,981
6,434,1649,1679,39,981
6,436,1658,1689,39,981
6,438,1669,1699,39,981
6,440,1678,1709,39,981
6,442,1688,1719,33,981
6,445,1698,1729,33,981
6,447,1709,1739,33,981
6,449,1718,1749,33,981
6,451,1728,1759,33,981
6,454,1738,1769,40,981
6,456,1748,1779,40,981
6,458,1758,1789,40,981
6,460,1768,1799,40,981
6,462,1778,1809,40,981
6,464,1788,1820,41,981
6,466,1798,1830,41,981
6,468,1807,1840,41,981
6,470,1817,1850,41,981
6,472,1828,1860,41,981
6,474,1838,1870,32,981
6,476,1847,1880,32,981
6,478,1857,1890,32,981
6,480,1867,1900,32,981
6,482,1877,1910,32,981
6,486,1887,1920,51,981
6,488,1897,1930,51,981
6,490,1907,1940,51,981
