6,0,0,0,0,992
6,1,0,0,0,992
6,2,0,0,0,992
6,2,0,0,0,992
6,3,0,0,0,992
6,4,0,0,0,992
6,4,0,0,0,992
6,6,0,0,0,992
6,7,0,0,0,992
6,8,0,0,0,992
6,10,0,0,0,992
6,11,0,0,0,992
6,12,0,0,0,992
6,14,0,0,0,992
6,16,0,1,0,992
6,18,0,1,0,992
6,19,0,1,0,992
6,20,0,1,0,992
6,22,0,2,2,992
6,23,0,2,2,992
6,25,0,2,2,992
6,26,0,3,2,992
6,27,0,3,2,992
6,29,0,3,2,992
6,30,0,4,2,992
6,32,0,4,4,992
6,33,0,5,4,992
6,35,0,5,4,992
6,36,0,6,4,992
6,37,0,6,4,992
6,39,0,7,4,992
6,40,0,7,4,992
6,42,0,8,8,992
6,43,0,9,8,992
6,44,0,9,8,992
6,46,0,10,8,992
6,47,0,11,8,992
6,49,1,11,8,992
6,50,1,12,8,992
6,52,1,13,11,992
6,53,1,14,11,992
6,55,1,15,11,992
6,57,2,15,11,992
6,59,2,16,11,992
6,61,2,17,11,992
6,63,3,18,12,992
6,64,3,19,12,992
6,65,4,20,12,992
6,67,4,21,12,992
6,69,4,22,12,992
6,70,5,24,12,992
6,72,6,25,15,992
6,73,7,26,15,992
6,75,7,27,15,992
6,76,8,28,15,992
6,78,9,29,15,992
6,80,10,31,15,992
6,81,11,32,15,992
6,83,12,33,13,992
6,85,13,35,13,992
6,86,14,36,13,992
6,88,15,38,13,992
6,90,16,39,13,992
6,91,17,41,13,992
6,93,19,42,13,992
6,95,20,44,13,992
6,96,21,46,13,992
6,98,23,47,13,992
6,101,24,49,13,992
6,102,26,51,13,992
6,104,27,53,16,992
6,106,29,54,16,992
6,108,30,56,16,992
6,109,32,58,16,992
6,111,34,60,16,992
6,113,36,62,16,992
6,115,37,64,13,992
6,116,39,66,13,992
6,118,41,68,13,992
6,120,43,70,13,992
6,121,45,72,13,992
6,123,47,75,13,992
6,125,49,77,13,992
6,127,51,79,13,992
6,128,53,81,13,992
6,130,55,84,13,992
6,132,57,86,13,992
6,134,59,88,13,992
6,136,61,91,14,992
6,137,63,93,14,992
6,139,65,96,14,992
6,141,68,98,14,992
6,142,70,101,14,992
6,145,72,103,19,992
6,147,74,106,19,992
6,149,77,109,19,992
6,151,79,112,19,992
6,153,82,114,19,992
6,154,84,117,19,992
6,156,87,120,17,992
6,158,90,123,17,992
6,160,92,126,17,992
6,162,95,129,17,992
6,163,98,132,17,992
6,165,101,135,17,992
6,167,104,138,16,992
6,169,107,142,16,992
6,171,110,145,16,992
6,173,113,148,16,992
6,175,116,152,16,992
6,177,120,155,17,992
6,179,123,159,17,992
6,181,126,162,17,992
6,182,129,166,17,992
6,184,132,169,17,992
6,188,135,173,24,992
6,189,139,176,24,992
6,191,142,180,24,992
6,193,145,184,24,992
6,195,149,188,24,992
6,197,153,192,20,992
6,199,156,195,20,992
6,201,160,199,20,992
6,203,164,203,20,992
6,204,168,207,20,992
6,206,172,211,20,992
6,209,176,215,16,992
6,210,180,219,16,992
6,212,184,223,16,992
6,214,187,228,16,992
6,216,191,232,16,992
6,218,195,236,23,992
6,220,199,240,23,992
6,222,203,245,23,992
6,224,207,249,23,992
6,225,211,253,23,992
6,227,215,258,23,992
6,231,220,262,23,992
6,232,224,267,23,992
6,234,228,271,23,992
6,236,233,276,23,992
6,238,237,280,23,992
6,240,242,285,23,992
6,242,246,290,23,992
6,244,251,295,23,992
6,246,255,299,23,992
6,247,260,304,23,992
6,249,264,309,23,992
6,252,269,314,22,992
6,253,273,319,22,992
6,255,278,324,22,992
6,257,283,329,22,992
6,259,288,334,22,992
6,261,293,339,26,992
6,263,298,344,26,992
6,265,303,349,26,992
6,267,308,354,26,992
6,269,312,359,26,992
6,270,317,365,26,992
6,274,322,370,30,992
6,275,328,375,30,992
6,277,333,381,30,992
6,279,338,386,30,992
6,281,343,392,30,992
6,283,349,397,26,992
6,285,354,403,26,992
6,287,360,408,26,992
6,289,365,414,26,992
6,290,371,419,26,992
6,292,376,425,26,992
6,295,382,431,23,992
6,296,387,437,23,992
6,298,393,442,23,992
6,300,399,448,23,992
6,302,404,454,23,992
6,304,410,460,30,992
6,306,416,466,30,992
6,308,422,472,30,992
6,310,428,478,30,992
6,312,433,484,30,992
6,313,439,490,30,992
6,317,445,496,31,992
6,318,451,503,31,992
6,320,457,509,31,992
6,322,463,515,31,992
6,324,469,521,31,992
6,326,475,528,34,992
6,328,482,534,34,992
6,330,488,540,34,992
6,332,494,547,34,992
6,334,501,553,34,992
6,335,507,560,34,992
6,338,513,566,27,992
6,339,520,573,27,992
6,341,526,580,27,992
6,343,533,586,27,992
6,345,540,593,27,992
6,347,546,600,33,992
6,349,553,607,33,992
6,351,560,613,33,992
6,353,566,620,33,992
6,354,573,627,33,992
6,358,580,634,34,992
6,359,586,641,34,992
6,361,593,648,34,992
6,363,600,655,34,992
6,365,607,662,34,992
6,367,614,669,37,992
6,369,621,677,37,992
6,371,628,684,37,992
6,373,635,691,37,992
6,375,642,698,37,992
6,377,649,706,37,992
6,379,656,713,33,992
6,380,663,721,33,992
6,382,671,728,33,992
6,384,678,735,33,992
6,386,686,743,33,992
6,388,693,751,39,992
6,390,700,758,39,992
6,392,708,766,39,992
6,394,715,773,39,992
6,396,722,781,39,992
6,398,730,789,39,992
6,401,738,797,41,992
6,402,745,804,41,992
6,404,753,812,41,992
6,406,760,820,41,992
6,408,768,828,41,992
6,410,776,836,44,983
6,412,784,844,44,983
6,414,792,852,44,983
6,416,800,860,44,983
6,418,808,868,44,983
6,420,816,877,44,983
6,422,824,885,36,983
6,423,832,893,36,983
6,425,840,901,36,983
6,427,848,910,36,983
6,429,856,918,36,983
6,431,865,926,44,983
6,433,873,935,44,983
6,435,881,943,44,983
6,437,889,952,44,983
6,439,897,960,44,983
6,441,906,969,44,983
6,444,914,978,50,983
6,445,923,986,50,983
6,447,932,995,50,983
6,449,940,1004,50,983
6,451,949,1013,50,983
6,453,958,1022,47,983
6,455,967,1031,47,983
6,457,976,1041,47,983
6,459,985,1050,47,983
6,461,994,1059,47,983
6,463,1004,1069,46,983
6,465,1013,1079,46,983
6,467,1023,1089,46,983
6,469,1032,1098,46,983
6,471,1042,1108,46,983
6,474,1052,1118,46,983
6,476,1062,1129,46,983
6,478,1072,1139,46,983
6,480,1081,1149,46,983
6,482,1091,1159,46,983
6,485,1101,1169,65,983
6,487,1111,1179,65,983
6,489,1121,1189,65,983
6,491,1132,1199,65,983
6,493,1142,1209,65,983
6,496,1152,1219,47,983
6,497,1162,1229,47,983
6,499,1172,1239,47,983
6,502,1183,1249,47,983
6,504,1194,1259,47,983
6,506,1204,1269,55,983
6,508,1214,1280,55,983
6,510,1224,1290,55,983
6,512,1235,1300,55,983
6,514,1246,1310,55,983
6,516,1256,1320,47,983
6,518,1267,1330,47,983
6,520,1277,1340,47,983
6,522,1288,1350,47,983
6,524,1298,1360,47,983
6,528,1309,1370,45,983
6,530,1320,1380,45,983
6,532,1331,1390,45,983
6,534,1341,1400,45,983
6,536,1352,1410,64,983
6,538,1362,1420,64,983
